id,name,absolute_magnitude_h,estimated_diameter_min,estimated_diameter_max,close_approach_date,velocity_km_s,miss_distance_km
3295786,(2005 UL),18.79,0.4640395282,1.0376239294,2024-01-21,21.9281789767,64200891.370273619
2524391,524391 (2002 AD2),20.6,0.2016299194,0.4508582062,2024-01-23,19.7453369715,45129680.916782311
3172327,(2004 BH11),23.95,0.0431077124,0.0963917753,2024-01-23,4.9111111526,47266712.250485525
2163693,163693 Atira (2003 CP20),16.41,1.3885290704,3.1048453901,2024-01-26,17.3727597981,33600363.543890395
2418265,418265 (2008 EA32),16.48,1.3444819516,3.0063530383,2024-01-25,18.731902447,62161537.587180772
2505657,505657 (2014 SR339),18.48,0.5352479056,1.1968507018,2024-01-25,16.4652725542,63956600.382290391
2382825,382825 (2003 XB22),19.3,0.3669061375,0.8204270649,2024-01-27,15.8386297153,61020855.937760739
3512347,(2010 FC6),20.23,0.2390864572,0.5346135707,2024-01-27,19.4531382702,74539243.195536225
2666360,666360 (2010 FC6),20.23,0.2390864572,0.5346135707,2024-01-27,19.4531384987,74539243.689209196
3183847,(2004 LO2),25.0,0.02658,0.0594346868,2024-01-22,19.1371842643,47061356.277338912
3789224,(2017 VT12),20.4,0.2210828104,0.4943561926,2024-02-02,11.984125665,41198419.704030277
2585185,585185 (2017 VT12),20.43,0.2180494405,0.4875733714,2024-02-02,11.98412627,41198422.157435345
2152742,152742 (1998 XE12),19.1,0.4023045798,0.8995803882,2024-01-28,24.9483490763,17412222.045491346
2175706,175706 (1996 FG3),18.32,0.5761757511,1.2883681464,2024-01-28,9.8520250044,63027270.99256082
2476904,476904 (2008 WK32),19.11,0.4004561582,0.8954471917,2024-01-28,13.7949666467,44267980.699897037
2267720,267720 (2003 CA),18.93,0.4350658314,0.9728367737,2024-01-29,32.6242547648,35295191.652158589
3560816,(2011 FR29),21.54,0.1307841086,0.2924421572,2024-01-29,9.3384442533,10609397.838783215
2667303,667303 (2011 FR29),21.55,0.1301832102,0.2910985075,2024-01-29,9.33844426,10609397.898622363
3309091,(2005 YO3),25.1,0.0253837029,0.0567596853,2024-01-31,22.9567735451,69008383.585099128
3402610,(2008 CH116),19.27,0.3720103103,0.8318403423,2024-01-31,25.1553623685,50145460.400218148
2613939,613939 (2008 CH116),19.25,0.3754524794,0.8395372662,2024-01-31,25.1553533039,50145406.844180688
2418896,418896 (2009 AK15),19.44,0.3439972547,0.7692012455,2024-01-30,13.2156088046,31355285.55249393
2511684,511684 (2015 BN509),20.79,0.1847374636,0.4130855266,2024-01-30,12.2787662007,52563863.770338295
3321533,(2006 CV9),19.17,0.3895426161,0.8710437698,2024-01-30,9.9484173236,61332848.100043095
2284422,284422 (2006 YD),17.36,0.8965096664,2.0046565566,2024-02-01,29.5183123967,69098135.36575796
3147314,(2003 BM4),24.95,0.0271991277,0.0608190985,2024-02-01,10.8616149036,3322570.562673375
3421513,(2008 OX1),21.5,0.1332155667,0.2978790628,2024-02-01,19.2747585096,33056200.454017323
3989350,(2020 BE15),20.04,0.2609486033,0.5834988155,2024-02-01,28.5528690832,33476733.874470724
2627157,627157 (2008 OX1),21.5,0.1332155667,0.2978790628,2024-02-01,19.2747584868,33056200.498896684
2679657,679657 (2020 BE15),20.04,0.2609486033,0.5834988155,2024-02-01,28.5528690326,33476733.934309872
2004544,4544 Xanthus (1989 FB),17.38,0.8882904164,1.9862777548,2024-02-03,6.8414179658,50097107.720751849
2280136,280136 (2002 OM4),17.2,0.9650614696,2.1579430484,2024-02-03,37.7013032674,46058770.531045846
2444004,444004 (2004 AS1),20.67,0.1952337862,0.4365560173,2024-02-03,17.6392732842,48716096.97349852
3366282,(2007 BD),25.4,0.022108281,0.0494356193,2024-02-03,12.0613788286,24884676.701646874
54402375,(1999 TJ10),20.96,0.1708263953,0.3819794322,2024-02-03,7.8277963769,55542460.794005613
54426230,(2024 CW2),24.333,0.0361372397,0.0808053245,2024-02-03,7.7485945687,4482860.109632817
2347813,347813 (2002 NP1),17.65,0.7844314124,1.7540419619,2024-02-05,13.3104163583,38036461.678128197
2444627,444627 (2006 WU),19.06,0.4097839804,0.9163048363,2024-02-05,1.9982610855,62716380.214676765
2451370,451370 (2011 AK5),21.48,0.1344481952,0.3006353038,2024-02-05,8.2382303218,64603502.008474652
3383667,(2007 RF1),26.1,0.0160160338,0.0358129403,2024-02-04,10.9204815314,50796452.690398837
3023012,(1999 RA32),21.28,0.1474195145,0.3296400556,2024-02-07,7.7118905796,22350695.543063001
2482718,482718 (2013 ET9),21.1,0.160160338,0.358129403,2024-02-06,7.096167984,69323479.678787179
3303321,(2005 VP118),18.95,0.4310771239,0.9639177525,2024-02-06,26.9533968444,38662118.357281639
2613234,613234 (2005 VP118),18.94,0.4330668855,0.9683669947,2024-02-06,26.9534252472,38662158.120395485
54423824,(2024 CO),23.731,0.0476820563,0.1066203193,2024-02-06,8.8656204457,23781384.376991255
2152563,152563 (1992 BF),19.71,0.3037770614,0.6792661593,2024-02-09,7.0800925957,21064061.648935933
2162913,162913 (2001 MT18),18.48,0.5352479056,1.1968507018,2024-02-09,16.209348119,53544312.57734088
2503966,503966 (2004 RX109),18.34,0.57089334,1.2765563162,2024-02-09,32.5691445276,64055935.821375459
2397847,397847 (2008 TA1),18.7,0.4836764882,1.0815335068,2024-02-08,11.739865855,41278462.433328239
2153201,153201 (2000 WO107),19.3,0.3669061375,0.8204270649,2024-02-10,20.471554612,35322650.430955811
2418233,418233 (2008 DV),18.22,0.6033300776,1.3490870665,2024-02-10,15.7790449952,71009065.79520443
2505093,505093 (2011 VQ5),20.2,0.2424124811,0.5420507863,2024-02-13,2.4104282616,53716483.045548375
3063823,(2000 WP19),22.7,0.0766575574,0.1714115092,2024-02-13,10.7760890124,23666921.795769018
3384028,(2007 RX8),24.53,0.0330031183,0.0737972161,2024-02-13,6.9922696305,48762731.985181266
3451019,(2009 EF3),21.57,0.1289896833,0.2884297004,2024-02-13,11.7484951148,29762717.656307387
2612197,612197 (2000 WP19),22.93,0.0689532874,0.154184238,2024-02-13,10.7760869275,23666922.394160498
2665326,665326 (2009 EF3),21.57,0.1289896833,0.2884297004,2024-02-13,11.7484950955,29762717.671267174
2137924,137924 (2000 BD19),17.5,0.8405334021,1.8794898244,2024-02-16,23.6888818034,65043227.414469288
2355046,355046 (2006 SO19),19.67,0.3094246986,0.69189466,2024-02-16,8.7056158569,66939530.418503537
3092138,(1995 FO),20.78,0.185590173,0.4149922428,2024-02-16,8.917022582,19913642.479680369
3274166,(2005 EL169),22.06,0.102933082,0.2301653685,2024-02-16,5.7822832319,45181646.713924424
3769815,(2017 DV34),21.78,0.1170994827,0.2618424035,2024-02-16,14.7163541911,42557801.77075645
2677781,677781 (2017 DV34),21.74,0.1192765246,0.2667104172,2024-02-16,14.7163541793,42557801.77075645
3578824,(2011 SB16),18.7,0.4836764882,1.0815335068,2024-02-15,25.4666978461,70393139.20087238
2621911,621911 (2011 SB16),18.83,0.4555698523,1.0186851583,2024-02-15,25.4666962961,70393136.837226034
2375657,375657 (2009 CP5),21.49,0.1338304618,0.2992540101,2024-02-17,20.6344303059,52972068.605928191
2230549,230549 (2003 BH),20.78,0.185590173,0.4149922428,2024-02-12,21.9936645087,70035282.725213944
2337075,337075 (1998 QC1),19.81,0.2901048414,0.648694146,2024-02-12,24.1104974362,48935571.664500419
2523941,523941 (1998 HK49),22.18,0.0973991073,0.217791025,2024-02-11,5.5860624657,21129283.552695338
3341510,(2006 RH2),27.2,0.0096506147,0.0215794305,2024-02-18,6.5483451916,23711727.031024433
2163243,163243 (2002 FB3),16.47,1.3506877983,3.0202297334,2024-02-19,15.0506746994,46991829.275996221
2225586,225586 (2000 WS67),18.51,0.527904029,1.1804292945,2024-02-19,27.3672365157,53825559.101144883
2417264,417264 (2006 AT2),17.1,1.0105434154,2.2596437711,2024-02-21,15.3033229925,23912957.334273038
2187026,187026 (2005 EK70),17.36,0.8965096664,2.0046565566,2024-02-20,15.1097938071,14492380.318296091
2311554,311554 (2006 BQ147),18.72,0.4792421155,1.071617948,2024-02-20,21.016382495,34159406.565420461
3330686,(2006 HX30),26.2,0.0152951935,0.0342010925,2024-02-20,2.9726421634,56602614.254079747
2483423,483423 (2000 DO1),20.53,0.208235599,0.4656289548,2024-02-23,32.6214179403,48310068.098766922
3726791,(2015 RH2),22.01,0.1053307015,0.2355266087,2024-02-23,9.6737303128,14697568.652069582
2674590,674590 (2015 RH2),22.0,0.1058168859,0.2366137501,2024-02-23,9.6737258102,14697540.856785336
54441093,(2024 JV8),26.226,0.0151131494,0.0337940295,2024-02-23,1.4840773748,364242.68905044
2162421,162421 (2000 ET70),18.11,0.634680239,1.4191881584,2024-02-22,11.8376688953,28214455.099133867
2526826,526826 (2007 CA27),21.28,0.1474195145,0.3296400556,2024-02-22,17.6883244722,68200846.29431287
3273968,(2005 ER95),25.4,0.022108281,0.0494356193,2024-02-22,13.1273730488,58753558.249532109
3363696,(2006 XO4),23.4,0.0555334912,0.1241766613,2024-02-22,15.3296576865,39947535.975846246
3398650,(2007 YO56),20.15,0.2480589932,0.5546767711,2024-02-22,9.3016498386,63563476.148940307
2663927,663927 (2007 YO56),20.15,0.2480589932,0.5546767711,2024-02-22,9.3016496855,63563476.163900094
2523971,523971 (1999 AJ39),21.27,0.1480999721,0.331161605,2024-02-25,9.0838749664,65139624.347473307
2363505,363505 (2003 UC20),18.47,0.5377184977,1.2023751136,2024-02-26,5.9569802299,47673169.932551691
3558387,(2011 EG17),20.7,0.1925550782,0.4305662442,2024-02-26,11.8711161341,72091645.651487708
2667255,667255 (2011 EG17),20.68,0.1943367684,0.4345502246,2024-02-26,11.8711161034,72091645.651487708
3160723,(2003 RU11),25.5,0.0211132445,0.0472106499,2024-02-28,7.8560487764,38188780.075152869
3160737,(2003 SK84),21.23,0.1508533561,0.3373183589,2024-02-28,15.5945194939,30081649.768497552
3172332,(2004 BV18),25.9,0.0175612318,0.0392681082,2024-02-28,10.6916938954,35627987.193438885
3666785,(2014 FP47),22.35,0.0900647767,0.2013909631,2024-02-28,7.8880498206,63261743.004668302
2671076,671076 (2014 FP47),22.36,0.0896509666,0.2004656557,2024-02-28,7.888049918,63261742.989708515
2366470,366470 (2002 FD),19.48,0.3377185972,0.7551617405,2024-03-01,17.7306726523,62302477.166298995
3008376,(1996 BA1),20.43,0.2180494405,0.4875733714,2024-03-01,3.4539527602,52203226.76394953
3275974,(2005 GN22),26.5,0.0133215567,0.0297879063,2024-03-01,14.8546676908,60208080.686993449
3803762,(2018 GY4),19.04,0.4135756649,0.9247833005,2024-03-01,35.6444833105,67281806.575197213
2678989,678989 (2018 GY4),19.06,0.4097839804,0.9163048363,2024-03-01,35.6444834795,67281806.635036361
2448818,448818 (2011 UU20),17.8,0.7320739893,1.6369672047,2024-03-02,11.5198264691,64880803.367170589
2539856,539856 (2017 EV2),20.92,0.1740022951,0.38908096,2024-03-02,19.3996029506,18231092.033160732
3071939,(2001 BB16),23.2,0.0608912622,0.1361570015,2024-03-02,15.2274293677,53576160.303327523
3069758,(2001 CP36),23.92,0.0437074004,0.0977327184,2024-03-02,14.6383486549,27823239.614926687
3160748,(2003 SW130),29.1,0.0040230458,0.0089958039,2024-03-02,8.567219024,44588301.618873134
3289172,(2005 QP87),27.7,0.0076657557,0.0171411509,2024-03-02,7.5571273935,68318391.92307815
